Marque_Modele,VERSION,ENERGIE,Boite_de_vitesse,PUISS_FISCALE,DATE,MALUS,PRIX_Neuf
Mercedes Classe B,B 200 163ch 7G-DCT Progressive Line Edition (Monospace),Essence,Automatique,8CV,09/2019,230,36650
Nissan Qashqai,1.5 dCi 115 DCT BVA Tekna+ (Tout-Terrain),Diesel,Automatique,6CV,12/2018,0,36650
Opel Insignia Grand Sport,1.5i Turbo 165 BVA6 Elite (5p.),Essence,Automatique,9CV,04/2018,330,36650
Renault Koleos,1.7 dCi 150 Xtronic Zen (Tout-Terrain),Diesel,Automatique,8CV,09/2019,2370,36650
Mercedes Sprinter Tourer,216 CDI 37 Tourer 3.0 t RWD 163ch (Combiné),Diesel,Manuelle,10CV,06/2019,20000,36654
Citroen Jumpy,Taille XL 2.0 BlueHDi 120 EAT8 CLUB (Fourgon),Diesel,Automatique,7CV,09/2019,2049,36660
Peugeot Expert,Long 2.0 BlueHDi 120 EAT8 PREMIUM (Fourgon),Diesel,Automatique,7CV,09/2019,2049,36660
Toyota Proace Fourgon,Vitré Medium (Vitré) 2.0 D-4D 150 BVM6 Dynamic Pack Confort (Fourgon),Diesel,Manuelle,7CV,02/2018,1761,36666
Seat Tarraco,1.5 TSI 150 DSG7 Style (Tout-Terrain),Essence,Automatique,8CV,12/2019,450,36670
Ford Transit Custom Fourgon,300 L2H1 2.0D 130 EcoBlue BVA Trend Business (Fourgon),Diesel,Automatique,8CV,11/2017,10011,36672
Nissan NV300,L2H1 3T0 2.0 DCI 120 BVM N-CONNECTA (Fourgon),Diesel,Manuelle,7CV,08/2019,,36680
Lexus CT,200h 1.8i 99 BVA F Sport (5p.),Hybride,Automatique,5CV,03/2018,0,36690
Lexus CT,200h 1.8i 99 BVA Luxe (5p.),Hybride,Automatique,5CV,03/2018,0,36690
Mercedes Vito Tourer,110 CDI 102 ch Tourer Extra Long FWD Pro (Combiné),Diesel,Manuelle,7CV,09/2019,11488,36696
Alfa Romeo Giulia,2.2 D 136 AT8 (4p.),Diesel,Automatique,7CV,12/2019,400,36700
Audi A3 Sportback,40 e-tron 204 S-Tronic 6 (5p.),Hybride,Automatique,6CV,10/2019,0,36700
Mazda CX-5,2.0L Skyactiv-G 165 ch 4x2 BVA6 Dynamique (Tout-Terrain),Essence,Automatique,9CV,01/2020,3784,36700
Nissan Qashqai,1.5 dCi 115 Tekna+ (Tout-Terrain),Diesel,Manuelle,6CV,05/2019,0,36700
Nissan Qashqai,1.5 dCi 115 Tekna+ (Tout-Terrain),Diesel,Manuelle,6CV,07/2019,0,36700
Peugeot 508 SW,1.5 BlueHDi 130 EAT8 Active (Break),Diesel,Automatique,6CV,10/2018,0,36700
Renault Grand Scénic,1.7 Blue dCi 150 Business Intens (Monospace),Diesel,Manuelle,8CV,09/2018,540,36700
Skoda Superb Combi,1.6 TDI 120 DSG7 Business (Break),Diesel,Automatique,6CV,06/2019,125,36700
Fiat Talento,2.0 MULTIJET 170 PACK PRO NAV (Fourgon),Diesel,Manuelle,5CV,08/2019,,36708
Fiat Talento,2.0 MULTIJET 170 PACK PRO NAV (Fourgon),Diesel,Manuelle,5CV,08/2019,,36708
Citroen Jumper Châssis Cabine,35 L2 2.0 BlueHDi 120 BVM6 Control (Châssis),Diesel,Manuelle,7CV,06/2019,12552,36720
Renault Trafic,L1H2 2.0 dCi 170 CONFORT (Fourgon),Diesel,Manuelle,7CV,11/2019,7462,36720
Renault Trafic Cabine Approfondie,2.0 dCi 120 GRAND CONFORT (Fourgon),Diesel,Manuelle,7CV,01/2020,2544,36720
Seat Tarraco,1.5 TSI 150 DSG7 Style Business (Tout-Terrain),Essence,Automatique,8CV,12/2019,450,36720
Volkswagen Transporter,L2H1 2.0 TDI 110 Business Line (Fourgon),Diesel,Manuelle,7CV,07/2019,7851,36720
Volkswagen Transporter,L1H1 2.0 TDI 110 Business Line Plus (Fourgon),Diesel,Manuelle,7CV,07/2019,7851,36720
Mercedes Vito,114 CDI 136ch EXTRA LONG PRO (Fourgon),Diesel,Manuelle,6CV,06/2019,13682,36726
Skoda Kodiaq,1.5 TSI 150 DSG7 Drive (Tout-Terrain),Essence,Automatique,8CV,10/2019,400,36730
Fiat Ducato,3.0 M H2 2.3D MultiJet 130 Euro 6 Pack (Fourgon),Diesel,Manuelle,8CV,07/2016,18905,36732
Fiat Ducato Châssis Cabine,3.5 M 2.3D MultiJet 130 Euro 6 Pack (Châssis),Diesel,Manuelle,8CV,07/2016,8254,36732
Volkswagen Golf SW,2.0 TDI 150 FAP DSG7 Confortline Business (Break),Diesel,Automatique,8CV,12/2019,0,36735
Ford Transit Fourgon,T310 L3H2 2.0D 130 EcoBlue Ambiente (Fourgon),Diesel,Manuelle,7CV,05/2019,8671,36744
Volkswagen Transporter Tête Motrice,2.0 TDI 204 FAP (Châssis),Diesel,Manuelle,7CV,04/2019,16149,36744
Mercedes Classe B,B 200 d 150ch 8G-DCT Progressive Line Edition (Monospace),Diesel,Automatique,7CV,09/2019,0,36750
Nissan Qashqai,1.3 DIG-T 160 DCT BVA Tekna+ (Tout-Terrain),Essence,Automatique,8CV,12/2018,400,36750
Nissan X-Trail,1.6 dCi 150 Xtronic Business Edition (Tout-Terrain),Diesel,Automatique,8CV,04/2019,3119,36750
Peugeot 308,2.0 BlueHDi 180 EAT8 GT (5p.),Diesel,Automatique,9CV,02/2018,190,36750
Peugeot 5008,1.2i 12V 130 PureTech EAT8 Allure (Tout-Terrain),Essence,Automatique,6CV,07/2019,0,36750
Volkswagen Touran,1.5 TSI 150 DSG7 Carat (Monospace),Essence,Automatique,8CV,07/2018,210,36750
Volkswagen Touran,2.0 TDI 150 Lounge Business (Monospace),Diesel,Manuelle,8CV,06/2019,170,36760
Mercedes Classe X,X 220 d 163ch BVM6 Pure (Pick-Up),Diesel,Manuelle,8CV,09/2017,20000,36780
Nissan NT400 Châssis Cabine,35.13 HD L1 3.0 dCi 130 Euro 6 (Châssis),Diesel,Manuelle,10CV,01/2017,20000,36780
Opel Vivaro,L2 (PTAC Augmenté) 2.0 D 150 Pack Business (Fourgon),Diesel,Manuelle,7CV,03/2019,1504,36780
Volkswagen T-Roc,2.0 TDI 150 4Motion DSG7 Lounge Business (Tout-Terrain),Diesel,Automatique,8CV,09/2017,540,36790
Ford Transit Custom Fourgon,280 L1H1 2.0D 130 EcoBlue BVA Limited (Fourgon),Diesel,Automatique,8CV,11/2017,8671,36792
Ford Transit Fourgon Cabine Approfondie,T330 L2H3 2.0D 105 EcoBlue Ambiente (Fourgon),Diesel,Manuelle,7CV,05/2019,9103,36792
BMW X1,sDrive 16d 116ch Business Design (Tout-Terrain),Diesel,Manuelle,6CV,05/2019,0,36800
BMW X1,sDrive 16d 116ch DKG7 Lounge (Tout-Terrain),Diesel,Automatique,6CV,05/2019,0,36800
DS DS3 CrossBack,1.5 BlueHDi 130 BVA8 Grand Chic (5p.),Diesel,Automatique,6CV,10/2018,0,36800
Hyundai i40,1.6 CRDi 136 DCT-7 Creative (4p.),Diesel,Automatique,7CV,10/2018,100,36800
Hyundai Ioniq,Plug-in Hybrid 141 BVA Creative (5p.),Hybride,Automatique,3CV,06/2019,0,36800
Mini Mini,2.0i Twin Power Turbo 231 BVA8 John Cooper Works (3p.),Essence,Automatique,13CV,01/2019,2205,36800
Nissan Qashqai,1.3 DIG-T 160 Tekna+ (Tout-Terrain),Essence,Manuelle,8CV,07/2019,360,36800
Nissan Qashqai,1.3 DIG-T 160 Tekna+ (Tout-Terrain),Essence,Manuelle,8CV,05/2019,360,36800
Opel Insignia Sports Tourer,1.6 D 136 BVA6 Elegance (Break),Diesel,Automatique,7CV,06/2019,330,36800
Opel Zafira Life,L2 1.5 D 120 BVA8 Business (Monospace),Diesel,Automatique,7CV,07/2019,2918,36800
Peugeot 5008,1.2i 12V 130 PureTech BVM6 GT Line (Tout-Terrain),Essence,Manuelle,7CV,07/2019,125,36800
Peugeot 5008,1.5 BlueHDi 130 EAT8 Style (Tout-Terrain),Diesel,Automatique,6CV,09/2019,0,36800
Renault Kadjar,1.3i TCe 160 EDC SL ESF (Tout-Terrain),Essence,Automatique,9CV,02/2019,1074,36800
Renault Scénic,1.7 Blue dCi 150 EDC Intens (Monospace),Diesel,Automatique,8CV,01/2019,540,36800
Skoda Superb Combi,2.0 TDI 150 BVM6 Business (Break),Diesel,Manuelle,7CV,06/2019,0,36800
Volkswagen Touran,2.0 TDI 115 DSG7 Lounge Business (Monospace),Diesel,Automatique,6CV,06/2019,230,36810
Ford Transit Custom Kombi,320 L1H2 2.0D 130 mHEV EcoBlue Trend Business (Combiné),Diesel,Manuelle,8CV,05/2019,1504,36820
Toyota Proace Cabine Approfondie,Medium 2.0 D-4D 120 BVM6 Dynamic (Fourgon),Diesel,Manuelle,7CV,02/2019,4279,36822
Toyota Proace Fourgon,2.0 D-4D 120 BVA8 DYNAMIC (Fourgon),Diesel,Automatique,7CV,06/2019,3331,36822
Toyota Proace Fourgon,2.0 D-4D 150 BVM6 Long Dynamic (Fourgon),Diesel,Manuelle,7CV,02/2019,2370,36822
Fiat Talento,2.0 MULTIJET 145 PACK TECHNO (Fourgon),Diesel,Manuelle,5CV,08/2019,,36828
Fiat Talento,2.0 MULTIJET 145 PACK TECHNO (Fourgon),Diesel,Manuelle,5CV,08/2019,,36828
Citroen Jumper,30 L1H2 (Tolé) 2.0 BlueHDi 120 BVM6 Club (Fourgon),Diesel,Manuelle,7CV,06/2019,4543,36840
Citroen Jumper,33 L2H1 (Tolé) 2.0 BlueHDi 120 BVM6 Control (Fourgon),Diesel,Manuelle,7CV,06/2019,4543,36840
Citroen Jumpy,M 2.0 BlueHDi 150 BVM6 DRIVER (Fourgon),Diesel,Manuelle,7CV,04/2019,1504,36840
Citroen Jumpy,XL 2.0 BlueHDi 120 BVM6 DRIVER 340 NM (Fourgon),Diesel,Manuelle,7CV,04/2019,2370,36840
Peugeot Boxer,330 L2H1 1.5 BlueHDi 120 PREMIUM (Fourgon),Diesel,Manuelle,7CV,07/2019,4543,36840
Peugeot Boxer,330 L1H2 1.5 BlueHDi 120 PREMIUM (Fourgon),Diesel,Manuelle,7CV,07/2019,4543,36840
Peugeot Boxer,333 L2H1 1.5 BlueHDi 120 PRO (Fourgon),Diesel,Manuelle,7CV,07/2019,4543,36840
Peugeot Boxer,333 L1H2 1.5 BlueHDi 120 PRO (Fourgon),Diesel,Manuelle,7CV,07/2019,4543,36840
Peugeot Expert,Long (Fourgon Tolé) 2.0 BlueHDi 120 EAT8 ASPHALT (Fourgon),Diesel,Manuelle,7CV,04/2019,2370,36840
Peugeot Expert,Standard (Fourgon Tolé) 2.0 BlueHDi 150 EAT8 ASPHALT (Fourgon),Diesel,Manuelle,7CV,04/2019,1504,36840
Renault Trafic,L1H2 2.0 dCi 145 GRAND CONFORT (Fourgon),Diesel,Manuelle,7CV,11/2019,7462,36840
Renault Trafic,L1H1 2.0 dCi 170 GRAND CONFORT (Fourgon),Diesel,Manuelle,7CV,11/2019,2918,36840
Volkswagen Transporter,L2H1 2.0 TDI 90 Business Line Plus (Fourgon),Diesel,Manuelle,7CV,07/2019,6724,36840
Audi A3 Sportback,35 TDI 150 S tronic 7 Sport Limited (5p.),Diesel,Automatique,8CV,01/2019,100,36850
Mercedes Classe A,A 200 d 190ch 8G-DCT Business Line (5p.),Diesel,Automatique,8CV,11/2018,0,36850
Mercedes Classe CLA Shooting Brake,CLA 180 Shooting Brake Progressive Line (Break),Essence,Manuelle,7CV,06/2019,240,36850
Nissan Qashqai,1.7 dCi 150 Xtronic Intelligent 4x4 BVA N-Connecta (Tout-Terrain),Diesel,Automatique,8CV,07/2019,3331,36850
Nissan Qashqai,1.7 dCi 150 Intelligent 4x4 Xtronic N-Connecta (Tout-Terrain),Diesel,Automatique,8CV,05/2019,3331,36850
Nissan Qashqai,1.7 dCi 150 Intelligent 4x4 Xtronic BVA N-Connecta (Tout-Terrain),Diesel,Automatique,8CV,12/2018,3331,36850
Peugeot 3008,1.2i 12V 130 PureTech EAT8 GT Line (Tout-Terrain),Essence,Automatique,6CV,09/2019,0,36850
Toyota Prius + Société,Hybride 136h BVA SkyView Business (Monospace),Hybride,Automatique,5CV,11/2019,0,36850
Toyota Prius + Société,Hybride 136h BVA SkyView Business (Monospace),Hybride,Automatique,5CV,09/2019,0,36850
Ford Transit Châssis Cabine,P350 L2 2.0D 130 EcoBlue Ambiente (Châssis),Diesel,Manuelle,7CV,05/2019,10488,36852
Isuzu Série N Evolution,L 35 3.0 D 150 BVA Adaptor Serie Blue Nees II (Châssis),Diesel,Automatique,10CV,01/2014,20000,36864
Audi A3 Sportback,40 TDI 184 Quattro S tronic 7 (5p.),Diesel,Automatique,10CV,07/2018,740,36870
Ford Transit Kombi,T330 L2H3 2.0D 105 EcoBlue Ambiente (Combiné),Diesel,Manuelle,6CV,05/2019,5715,36880
Audi A3 Cabriolet,35 TFSI COD 150 S tronic 7 (Cabriolet),Essence,Automatique,8CV,09/2018,50,36890
Volkswagen Coccinelle Cabriolet,1.4 TSI 150 BlueMotion Technology DSG7 Ultimate (Cabriolet),Essence,Automatique,8CV,05/2018,818,36890
Ford Transit Kombi,T310 L3H3 2.0D 105 EcoBlue Ambiente (Combiné),Diesel,Manuelle,6CV,05/2019,5715,36890
BMW Série 2 Gran Tourer,216i Gran Tourer 109ch M Sport (Monospace),Essence,Manuelle,6CV,02/2018,400,36900
Citroen C5 AirCross,1.6i 180 PureTech EAT8 Shine (Tout-Terrain),Essence,Automatique,10CV,09/2018,650,36900
Citroen Grand C4 SpaceTourer,1.2i 12V 130 EAT8 Shine Pack (Monospace),Essence,Automatique,6CV,09/2019,0,36900
Citroen Jumpy,XL 2.0 BlueHDi 150 BVM6 WORKER (Fourgon),Diesel,Manuelle,7CV,04/2019,1901,36900
Ford Mondeo,2.0 EcoBlue 150 BVA8 Titanium Business (5p.),Diesel,Automatique,8CV,10/2019,330,36900
Ford Transit Custom Fourgon,300 L1H1 2.0D 170 EcoBlue Trend Business (Fourgon),Diesel,Manuelle,10CV,11/2017,7086,36900
Ford Transit Fourgon,T350 L3H2 2.0D 105 EcoBlue Ambiente (Fourgon),Diesel,Manuelle,7CV,05/2019,9103,36900
Isuzu Série N Evolution,L 35 3.0 D 150 BVA Double Airbag Serie Blue Nees II (Châssis),Diesel,Automatique,10CV,01/2014,20000,36900
Mazda CX-5,2.0L Skyactiv-G 165 ch 4x2 BVA6 Dynamique (Tout-Terrain),Essence,Automatique,9CV,01/2020,3784,36900
Mercedes Classe A Berline,A 200 Berline 163ch 7G-DCT Progressive Line (4p.),Essence,Automatique,8CV,09/2018,230,36900
Mini Mini,Cooper S 192 ch BVA7 Finition John Cooper Works (5p.),Essence,Automatique,10CV,01/2020,240,36900
Mini Mini Clubman,2.0D 150 Cooper D Edition Canonbury (Break),Diesel,Manuelle,8CV,05/2019,150,36900
Mini Mini Clubman,Cooper D 150 ch Finition Yours (Break),Diesel,Manuelle,8CV,01/2020,150,36900
Mini Mini Countryman,1.5 D Twin Power Turbo 116 One D John Cooper Works (Tout-Terrain),Diesel,Manuelle,6CV,06/2017,0,36900
Nissan 370Z Coupé,3.7i V6 328 Pack (Coupé),Essence,Manuelle,24CV,07/2018,20000,36900
Nissan 370Z Coupé,3.7 V6 328 Pack (Coupé),Essence,Manuelle,24CV,12/2019,20000,36900
Nissan NV300,L2H1 3T0 2.0 DCI 145 BVM OPTIMA (Fourgon),Diesel,Manuelle,7CV,08/2019,,36900
Opel Insignia Sports Tourer,1.5i Turbo 165 Elite (Break),Essence,Manuelle,9CV,04/2018,330,36900
Opel Vivaro,L1 (PTAC Augmenté) 2.0 D 120 BVA8 PACK BUSINESS (Fourgon),Diesel,Automatique,7CV,07/2019,2544,36900
Opel Vivaro Cabine Approfondie,L2 (PTAC Augmenté) 2.0 D 120 Pack Clim (Fourgon),Diesel,Manuelle,7CV,03/2019,2205,36900
Peugeot 5008,1.5 BlueHDi 130 BVM6 Allure (Tout-Terrain),Diesel,Manuelle,6CV,09/2019,0,36900
Peugeot Boxer Combi,330 L1H1 BlueHDi 140 Access (Combiné),Diesel,Manuelle,8CV,12/2018,10980,36900
Renault Kadjar,1.5 Blue dCi 115 EDC Black Edition (Tout-Terrain),Diesel,Automatique,6CV,01/2019,125,36900
Renault Scénic,1.3i TCe 160 EDC SL Black Edition (Monospace),Essence,Automatique,9CV,05/2019,983,36900
Skoda Superb,1.5 TSI 150 DSG7 Style (5p.),Essence,Automatique,8CV,06/2019,150,36900
Ford Transit Custom Kombi,320 L2H2 2.0D 130 EcoBlue Trend Business (Combiné),Diesel,Manuelle,8CV,05/2018,7086,36910
Nissan Navara Pick-Up,2.3 DCI 160 TEKNA (Pick-Up),Diesel,Manuelle,8CV,07/2019,9550,36910
Volkswagen Golf Sportsvan,2.0 TDI 150 FAP DSG7 United (Monospace),Diesel,Automatique,8CV,02/2020,0,36910
Fiat Ducato Châssis Cabine,3.5 ML 2.3D MultiJet 130 Euro 6 Pack (Châssis),Diesel,Manuelle,8CV,07/2016,8254,36912
Ford Transit Châssis Cabine,T350 L2 2.0D 130 EcoBlue Ambiente (Châssis),Diesel,Manuelle,7CV,05/2019,7462,36912
Ford Transit Custom Fourgon,340 L2H1 2.0 TDCi 130 EcoBlue Trend Business (Fourgon),Diesel,Manuelle,8CV,11/2017,10011,36912
Toyota Proace Fourgon,Long 2.0L 120 D-4D BVM6 BUSINESS (Fourgon),Diesel,Manuelle,7CV,11/2019,3331,36922
Fiat Talento Plancher Cabine Approfondie,1.2 LH1 1.6D MultiJet 95 1.2 LH1 Pack Techno (Fourgon),Diesel,Manuelle,5CV,06/2016,10980,36942
BMW X1,sDrive18d 150ch Lounge (Tout-Terrain),Diesel,Manuelle,8CV,02/2018,260,36950
Citroen C5 AirCross,1.5 BlueHDi 130 EAT8 Shine (Tout-Terrain),Diesel,Automatique,6CV,09/2018,0,36950
Citroen Jumper Combi,30 L1H1 2.0 BlueHDi 140 BVM6 Attraction (Combiné),Diesel,Manuelle,8CV,10/2018,10980,36950
Mercedes Classe CLA,CLA 180 d 116ch Progressive Line (Coupé),Diesel,Manuelle,6CV,06/2019,0,36950
Opel Grandland X,1.5 D 130 BVA8 Elite (Tout-Terrain),Diesel,Automatique,7CV,07/2019,0,36950
Peugeot 3008,1.5 BlueHDi 130 EAT8 Allure (Tout-Terrain),Diesel,Automatique,6CV,02/2018,0,36950
Nissan NV300 Cabine Approfondie,L1H1 3T0 2.0 DCI 120 BVM OPTIMA (Fourgon),Diesel,Manuelle,7CV,08/2019,,36960
Renault Kangoo Express,Z.E. Electrique 60 BVA Achat Integral Confort (Fourgonnette),Électrique,Automatique,7CV,06/2018,-6000,36960
Renault Trafic Cabine Approfondie,L1H1 1200 KG 2.0 dCi 145 Energy Euro 6 CONFORT (Fourgon),Diesel,Manuelle,7CV,06/2019,2370,36960
Toyota Hi Lux Double Cabine,2.4 D-4D 150 4WD Legende Sport (Pick-Up),Diesel,Manuelle,8CV,10/2017,20000,36960
Volkswagen Coccinelle Cabriolet,2.0 TSI 220 BlueMotion Technology BVM6 Dune (Cabriolet),Essence,Manuelle,13CV,07/2016,5715,36960
Audi Q2,30 TDI 116 BVM6 S Line Plus (Tout-Terrain),Diesel,Manuelle,6CV,09/2019,360,36970
Opel Vivaro,L2 2.0D 180 BVA8 Pack Clim (Fourgon),Diesel,Manuelle,7CV,03/2019,2049,36972
Nissan NV300,L1H1 2T8 2.0 DCI 145 BVM N-CONNECTA (Fourgon),Diesel,Manuelle,7CV,08/2019,,36980
Toyota Proace Cabine Approfondie,Long 2.0L 120 D-4D BVM6 ACTIVE (Fourgon),Diesel,Manuelle,7CV,11/2019,4279,36982
Lexus UX,2.0i 152 Hybride 250h 2WD BVA (Tout-Terrain),Hybride,Automatique,7CV,08/2019,0,36990
Opel Zafira Life,L2 1.5 D 120 Edition (Monospace),Diesel,Manuelle,6CV,07/2019,650,36990
Seat Tarraco,2.0 TDI 150 BVM6 Style (Tout-Terrain),Diesel,Manuelle,8CV,12/2018,280,36990
SsangYong Musso,220 E-XDI 4WD A/T TECH (Pick-Up),Diesel,Automatique,7CV,06/2018,20000,36990
Subaru Forester,2.0i 150 Lineartronic Confort (Tout-Terrain),Hybride,Automatique,9CV,07/2019,4818,36990
BMW Série 1,118d 150ch BVA8 Edition Sport (5p.),Diesel,Automatique,7CV,05/2019,0,37000
DS DS7 CrossBack,PureTech 130 BVM6 So Chic (Tout-Terrain),Essence,Manuelle,7CV,01/2020,260,37000
Kia e-Niro,Electrique 136 ch BVA Motion (5p.),Électrique,Automatique,1CV,01/2020,-6000,37000
Mini Mini Clubman,2.0D 190 BVA8 Cooper SD Salt Auto-ecole (Break),Diesel,Automatique,10CV,05/2019,125,37000
Nissan X-Trail,1.6 dCi 150 N-Connecta (Tout-Terrain),Diesel,Manuelle,8CV,04/2019,1629,37000
Peugeot 3008,1.5 BlueHDi 130 BVM6 GT Line (Tout-Terrain),Diesel,Manuelle,6CV,09/2019,0,37000
Renault Grand Scénic,1.3i TCe 160 EDC Business Intens (Monospace),Essence,Manuelle,9CV,12/2018,983,37000
Renault Talisman Estate,1.7 Blue dCi 150 Intens (Break),Diesel,Manuelle,8CV,11/2018,260,37000
Toyota Camry,2.5i Hybride 218 2WD BVA Dynamic (5p.),Hybride,Automatique,9CV,01/2019,0,37000
Ford Transit Fourgon,P350 L2H2 2.0D 105 EcoBlue Ambiente (Fourgon),Diesel,Manuelle,7CV,05/2019,20000,37020
Peugeot Boxer,330 L2H1 BlueHDi 140 PRO (Fourgon),Diesel,Manuelle,7CV,07/2019,3331,37020
Peugeot Boxer,330 L1H2 BlueHDi 140 PRO (Fourgon),Diesel,Manuelle,7CV,07/2019,3331,37020
Renault Trafic,L1H1 1000kg 2.0 dCi 170 Energy BVA CONFORT (Fourgon),Diesel,Automatique,7CV,07/2019,4543,37020
Skoda Kodiaq,1.5 TSI 150 DSG7 Business (Tout-Terrain),Essence,Automatique,8CV,06/2019,400,37030
Volkswagen Coccinelle Cabriolet,2.0 TDI 110 BlueMotion Technology DSG7 Couture Exclusive (Cabriolet),Diesel,Automatique,6CV,07/2016,280,37030
Ford Transit Custom Fourgon,300 L2H1 2.0D 130 EcoBlue Limited (Fourgon),Diesel,Manuelle,8CV,11/2017,10980,37032
Ford Transit Custom Fourgon,300 L2H2 2.0D 130 EcoBlue BVA Trend Business (Fourgon),Diesel,Automatique,8CV,11/2017,10011,37032
BMW Série 2 Coupé,218d Coupé 150ch BVA8 Lounge (Coupé),Diesel,Automatique,8CV,02/2019,190,37050
Citroen Grand C4 SpaceTourer,1.5 BlueHDI 130 Shine Pack (Monospace),Diesel,Manuelle,6CV,09/2019,0,37050
Mercedes Classe CLA,CLA 180 136ch Business Line (Coupé),Essence,Manuelle,7CV,03/2019,240,37050
Nissan X-Trail,1.6 dCi 150 All-Mode 4x4-i Business Edition (Tout-Terrain),Diesel,Manuelle,8CV,04/2019,4026,37050
Opel Grandland X,1.2 Turbo 130 BVA8 Ultimate (Tout-Terrain),Essence,Automatique,7CV,10/2019,0,37050
Opel Zafira Life,L2 2.0 D 150 Business (Monospace),Diesel,Manuelle,8CV,03/2019,2205,37050
Volkswagen Scirocco,2.0 TSI 220 DSG6 GTS (Coupé),Essence,Automatique,13CV,06/2015,3331,37050
Volvo XC40,2.0 D3 150 AdBlue Momentum (Tout-Terrain),Diesel,Manuelle,8CV,02/2018,540,37050
Volkswagen Touran,2.0 TDI 150 Lounge Business (Monospace),Diesel,Manuelle,8CV,06/2019,170,37060
Fiat Talento Plancher Cabine Approfondie,1.2 LH1 1.6 D MultiJet 120 1.2 LH1 Pack Pro NAV (Fourgon),Diesel,Manuelle,5CV,06/2016,10980,37062
Toyota Proace Fourgon,2.0 D-4D 120 BVM6 Long France (Fourgon),Diesel,Manuelle,7CV,02/2019,3331,37062
Fiat Talento,2.0 MULTIJET 170 PACK TECHNO (Fourgon),Diesel,Manuelle,5CV,08/2019,,37068
Volkswagen Touran,5pl 2.0 TDI 150 DSG7 United (Monospace),Diesel,Automatique,8CV,02/2020,170,37070
Citroen Jumper Châssis Cabine,35 L3 2.0 BlueHDi 120 BVM6 Control (Châssis),Diesel,Manuelle,7CV,06/2019,12552,37080
Nissan NT400 Châssis Cabine,3.0 dCi 130 Euro 6 35.13 HD L2 (Châssis),Diesel,Manuelle,10CV,01/2017,20000,37080
Peugeot Boxer Châssis Cabine,1.5 BlueHDi 120 PRO SR (Châssis),Diesel,Manuelle,7CV,09/2019,,37080
Kia Sportage,1.6 CRDi 136 MHEV 4x2 BVM6 GT Line Premium (Tout-Terrain),Diesel,Manuelle,7CV,02/2020,50,37090
Volkswagen T-Roc,2.0 TDI 150 BVM6 Carat Exclusive (Tout-Terrain),Diesel,Manuelle,8CV,01/2019,230,37090
Volkswagen T-Roc,2.0 TDI 150 BVM6 R-Line (Tout-Terrain),Diesel,Manuelle,8CV,01/2019,230,37090
Fiat Ducato Châssis Cabine,3.5 L 2.3D MultiJet 130 Euro 6 Pack (Châssis),Diesel,Manuelle,8CV,07/2016,8254,37092
BMW X1,sDrive 18d 150ch Lounge (Tout-Terrain),Diesel,Manuelle,8CV,05/2019,100,37100
Ford Kuga,1.5 EcoBlue 150 mHEV 4x2 BVM6 ST-Line X (Tout-Terrain),Diesel,Manuelle,8CV,12/2019,125,37100
Jaguar E-Pace,2.0D 150 2WD (Tout-Terrain),Diesel,Manuelle,9CV,05/2019,2370,37100
Mazda CX-5,2.2L Skyactiv-D 150 ch 4x2 Dynamique (Tout-Terrain),Diesel,Manuelle,8CV,01/2020,818,37100
Mini Mini Clubman,2.0i Twin Power Turbo 192 Cooper S Edition Canonbury (Break),Essence,Manuelle,11CV,05/2019,3119,37100
Mini Mini Clubman,One D 116 ch BVA7 Finition Yours (Break),Diesel,Automatique,6CV,01/2020,0,37100
Mini Mini Clubman,1.5 D Twin Power Turbo 116 BVA7 One D Edition Canonbury (Break),Diesel,Automatique,6CV,05/2019,0,37100
Mini Mini Countryman,2.0D 150 ALL4 Cooper D Business Design (Tout-Terrain),Diesel,Manuelle,8CV,01/2019,740,37100
Mini Mini Countryman,2.0D 150 ALL4 Cooper D Chili (Tout-Terrain),Diesel,Manuelle,8CV,02/2018,740,37100
Mini Mini Countryman,2.0i Twin Power Turbo 192 BVA7 Cooper S Salt Auto-ecole (Tout-Terrain),Essence,Automatique,11CV,01/2019,818,37100
Peugeot 2008,Moteur électrique 136 BVA Active (Tout-Terrain),Électrique,Automatique,4CV,10/2019,-6000,37100
Renault Talisman,1.3i TCe 160 EDC Intens (4p.),Essence,Automatique,8CV,12/2018,650,37100
Renault Talisman Estate,2.0 Blue dCi 160 EDC Limited (Break),Diesel,Automatique,8CV,12/2018,450,37100
Renault Trafic Combi,L2 2.0 dCi 145 Energy Zen (Combiné),Diesel,Manuelle,8CV,06/2019,2205,37100
Toyota Hi Lux Double Cabine,2.4 D-4D 150 4WD BVA Légende (Pick-Up),Diesel,Automatique,8CV,04/2016,20000,37100
Ford Transit Fourgon,T310 L3H3 2.0D 130 EcoBlue Ambiente (Fourgon),Diesel,Manuelle,7CV,05/2019,8671,37104
Volkswagen Touran,2.0 TDI 115 DSG7 Lounge Business (Monospace),Diesel,Automatique,6CV,06/2019,230,37110
Audi A3 Sportback,35 TFSI COD 150 Design Luxe (5p.),Essence,Manuelle,8CV,09/2018,240,37140
Audi A3 Sportback,35 TFSI COD 150 S Line Plus (5p.),Essence,Manuelle,8CV,01/2019,240,37140
Renault Trafic,L1H1 1000kg 2.0 dCi 145 Energy BVA GRAND CONFORT (Fourgon),Diesel,Automatique,7CV,07/2019,4543,37140
